Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
543931,VEEFIN SOLUTIONS LIMITED,VEEFIN,Veefin Solutions Ltd,Active,MT,10.0,INE0Q0M01015,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,No,No,No,No,No,No,No,No,No,Yes,Yes
543932,IDEAFORGE TECHNOLOGY LIMITED,IDEAFORGE,Ideaforge Technology Ltd,Active,A ,10.0,INE349Y01013,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,No,No,No,No,No,No,No,No,No,No,Yes
543933,Cyient DLM Limited,CYIENTDLM,Cyient DLM Ltd,Active,A ,10.0,INE055S01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,No,No,No,No,No,No,No,No,No,No,Yes
543934,Machhar Industries Limited,MACIND,Machhar Industries Ltd,Active,XT,10.0,INE01BT01015,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,No,No,No,No,No,No,No,No,No,Yes,Yes
543935,DSP Mutual Fund,ITETFADD,DSP Nifty IT ETF,Active,B ,10.0,INF740KA1SX1, ,Equity,-,-,-,-,No,No,No,No,No,No,No,No,No,No,No
543936,Senco Gold Limited,SENCO,Senco Gold Ltd,Active,A ,5.0,INE602W01027,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",No,No,No,No,No,No,No,No,No,No,Yes
543937,ALPHALOGIC INDUSTRIES LIMITED,ALPHAIND,Alphalogic Industries Ltd,Active,MT,10.0,INE0NZF01019,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products,No,No,No,No,No,No,No,No,No,Yes,Yes
543938,ACCELERATEBS INDIA LIMITED,ACCELERATE,Acceleratebs India Ltd,Active,MT,10.0,INE0POP01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,No,No,No,No,No,No,No,No,No,Yes,Yes
543939,Kaka Industries Limited,KAKA,Kaka Industries Ltd,Active,M ,10.0,INE0P3N01018,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,No,No,No,No,No,No,No,No,No,No,Yes
543940,Jio Financial Services Limited,JIOFIN,Jio Financial Services Ltd,Active,A ,10.0,INE758E01017,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,No,No,No,No,No,No,No,No,No,No,Yes
543941,AHASOLAR TECHNOLOGIES LIMITED,AHASOLAR,Ahasolar Technologies Ltd,Active,MT,10.0,INE0NEV01011,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,No,No,No,No,No,No,No,No,No,Yes,Yes
543942,UTKARSH SMALL FINANCE BANK LIMITED,UTKARSHBNK,Utkarsh Small Finance Bank Ltd,Active,B ,10.0,INE735W01017,Other Bank,Equity,Financial Services,Financial Services,Banks,Other Bank,No,No,No,No,No,No,No,No,No,No,Yes
543943,ASARFI HOSPITAL LIMITED,ASARFI,Asarfi Hospital Ltd,Active,MT,10.0,INE0DN001027,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,No,No,No,No,No,No,No,No,No,Yes,Yes
543944,Mirae Asset Mutual Fund,BANKETF,Mirae Asset Nifty Bank ETF,Active,B ,400.0,INF769K01KR3, ,Equity,-,-,-,-,No,No,No,No,No,No,No,No,No,No,No
543945,NETWEB TECHNOLOGIES INDIA LIMITED,NETWEB,Netweb Technologies India Ltd,Active,A ,2.0,INE0NT901020,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,No,No,No,No,No,No,No,No,No,No,Yes
543947,DSP Mutual Fund,SENSEXADD,DSP BSE Sensex ETF,Active,A ,10.0,INF740KA1SZ6, ,Equity,-,-,-,-,No,No,No,No,No,No,No,No,No,No,No
543948,DSP Mutual Fund,PSUBANKADD,DSP Nifty PSU Bank ETF,Active,B ,10.0,INF740KA1SY9, ,Equity,-,-,-,-,No,No,No,No,No,No,No,No,No,No,No
543949,DSP Mutual Fund,PVTBANKADD,DSP Private Bank ETF,Active,B ,10.0,INF740KA1TA7, ,Equity,-,-,-,-,No,No,No,No,No,No,No,No,No,No,No
543950,YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,YATHARTH,Yatharth Hospital & Trauma Care Services Ltd,Active,B ,10.0,INE0JO301016,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,No,No,No,No,No,No,No,No,No,Yes,Yes
543951,Innovatus Entertainment Networks Limited,INNOVATUS,Innovatus Entertainment Networks Ltd,Active,MT,10.0,INE0LYO01018,Other Consumer Services,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Other Consumer Services,No,No,No,No,No,No,No,No,No,Yes,Yes
543952,NIIT Learning Systems Limited,NIITMTS,NIIT Learning Systems Ltd,Active,A ,2.0,INE342G01023,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,No,No,No,No,No,No,No,No,No,Yes,Yes
543953,Khazanchi Jewellers Limited,KHAZANCHI,Khazanchi Jewellers Ltd,Active,M ,10.0,INE0OWC01011,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",No,No,No,No,No,No,No,No,No,No,Yes
543954,Allcargo Terminals Limited,ATL,Allcargo Terminals Ltd,Active,B ,2.0,INE0NN701020,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services,No,No,No,No,No,No,No,No,No,Yes,Yes
543955,Transindia Real Estate Limited,TREL,Transindia Real Estate Ltd,Active,B ,2.0,INE0O3901029,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,No,No,No,No,No,No,No,No,No,Yes,Yes
543956,ICICI Prudential Mutual Fund,QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,Active,B ,1.0,INF109KC18V5, ,Equity,-,-,-,-,No,No,No,No,No,No,No,No,No,No,No
543957,REDTAPE Limited,REDTAPE,Redtape Ltd,Active,A ,2.0,INE0LXT01019,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,No,No,No,No,No,No,No,No,No,Yes,Yes
543958,VL E-Governance & IT Solutions Limited,VLEGOV,VL E-Governance & IT Solutions Ltd,Active,T ,10.0,INE03HW01020,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,No,No,No,No,No,No,No,No,No,No,Yes
543959,SBFC Finance Limited,SBFC,SBFC Finance Ltd,Active,A ,10.0,INE423Y01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),No,No,No,No,No,No,No,No,No,No,Yes
543960,Concord Biotech Limited,CONCORDBIO,Concord Biotech Ltd,Active,A ,1.0,INE338H01029,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,No,No,No,No,No,No,No,No,No,No,Yes
543962,D.P. WIRES LIMITED,DPWIRES,D.P. Wires Ltd,Active,B ,10.0,INE864X01013,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,No,No,No,No,No,No,No,No,No,Yes,Yes
543963,SHELTER PHARMA LIMITED,SHELTER,Shelter Pharma Ltd,Active,M ,10.0,INE013V01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,No,No,No,No,No,No,No,No,No,No,Yes
543965,TVS Supply Chain Solutions Limited,TVSSCS,TVS Supply Chain Solutions Ltd,Active,A ,1.0,INE395N01027,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,No,No,No,No,No,No,No,No,No,Yes,Yes
543969,Pyramid Technoplast Limited,PYRAMID,Pyramid Technoplast Ltd,Active,B ,10.0,INE0MIS01010,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,No,No,No,No,No,No,No,No,No,No,Yes
543970,Shoora Designs Limited,SHOORA,Shoora Designs Ltd,Active,MT,10.0,INE0OJZ01019,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",No,No,No,No,No,No,No,No,No,No,Yes
543971,Bondada Engineering Limited,BONDADA,Bondada Engineering Ltd,Active,M ,2.0,INE0Q8P01029,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,No,No,No,No,No,No,No,No,No,No,Yes
543972,Aeroflex Industries Limited,AEROFLEX,Aeroflex Industries Ltd,Active,B ,2.0,INE024001021,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,No,No,No,No,No,No,No,No,No,No,Yes
543974,VISHNU PRAKASH R PUNGLIA LIMITED,VPRPL,Vishnu Prakash R Punglia Ltd,Active,B ,10.0,INE0AE001013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,No,No,No,No,No,No,No,No,No,No,Yes
543975,UTI Mutual Fund,NIFMID150,UTI NIFTY MIDCAP 150 ETF,Active,B ,10.0,INF789F1AYX9, ,Equity,-,-,-,-,No,No,No,No,No,No,No,No,No,No,No
543976,Shradha AI Technologies Limited,SHRAAITECH,Shradha AI Technologies Ltd,Active,XT,2.0,INE489B01031,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,No,No,No,No,No,No,No,No,No,No,Yes
543977,Rishabh Instruments Limited,RISHABH,Rishabh Instruments Ltd,Active,B ,10.0,INE0N2P01017,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,No,No,No,No,No,No,No,No,No,No,Yes
543978,Ratnaveer Precision Engineering Limited,RATNAVEER,Ratnaveer Precision Engineering Ltd,Active,B ,10.0,INE05CZ01011,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,No,No,No,No,No,No,No,No,No,No,Yes
543979,Kahan Packaging Limited,KAHAN,Kahan Packaging Ltd,Active,M ,10.0,INE04T901017,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,No,No,No,No,No,No,No,No,No,No,Yes
543980,Jupiter Life Line Hospitals Limited,JLHL,Jupiter Life Line Hospitals Ltd,Active,A ,10.0,INE682M01012,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,No,No,No,No,No,No,No,No,No,No,Yes
543981,R R KABEL LIMITED,RRKABEL,R R Kabel Ltd,Active,A ,5.0,INE777K01022,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals,No,No,No,No,No,No,No,No,No,No,Yes
543982,Meson Valves India Limited,MESON,Meson Valves India Ltd,Active,M ,10.0,INE0OYE01013,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products,No,No,No,No,No,No,No,No,No,No,Yes
543983,EMS LIMITED,EMSLIMITED,EMS Ltd,Active,B ,10.0,INE0OV601013,Waste Management,Equity,Utilities,Utilities,Other Utilities,Waste Management,No,No,No,No,No,No,No,No,No,Yes,Yes
543984,Samhi Hotels Limited,SAMHI,Samhi Hotels Ltd,Active,A ,1.0,INE08U801020,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,No,No,No,No,No,No,No,No,No,No,Yes
543985,ZAGGLE PREPAID OCEAN SERVICES LIMITED,ZAGGLE,Zaggle Prepaid Ocean Services Ltd,Active,B ,1.0,INE07K301024,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,No,No,No,No,No,No,No,No,No,No,Yes
543986,South West Pinnacle Exploration Limited,SOUTHWEST,South West Pinnacle Exploration Ltd,Active,B ,10.0,INE980Y01015,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,No,No,No,No,No,No,No,No,No,No,Yes
543988,Nuvama Wealth Management Limited,NUVAMA,Nuvama Wealth Management Ltd,Active,A ,10.0,INE531F01015,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,No,No,No,No,No,No,No,No,No,No,Yes
543989,Sai Silks (Kalamandir) Limited,KALAMANDIR,Sai Silks (Kalamandir) Ltd,Active,B ,2.0,INE438K01021,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,No,No,No,No,No,No,No,No,No,No,Yes
543990,SIGNATUREGLOBAL (INDIA) LIMITED,SIGNATURE,Signatureglobal (India) Ltd,Active,A ,1.0,INE903U01023,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",No,No,No,No,No,No,No,No,No,No,Yes
543991,TECHKNOWGREEN SOLUTIONS LIMITED,TECHKGREEN,Techknowgreen Solutions Ltd,Active,M ,10.0,INE0P4P01011,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services,No,No,No,No,No,No,No,No,No,No,Yes
543992,YATRA ONLINE LIMITED,YATRA,Yatra Online Ltd,Active,B ,1.0,INE0JR601024,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",No,No,No,No,No,No,No,No,No,No,Yes
543993,ARCL Organics Ltd,ARCL,ARCL Organics Ltd,Active,XT,10.0,INE372M01010,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,No,No,No,No,No,No,No,No,No,No,Yes
543994,JSW Infrastructure Limited,JSWINFRA,JSW Infrastructure Ltd,Active,A ,2.0,INE880J01026,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services,No,No,No,No,No,No,No,No,No,No,Yes
543995,MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,MVGJL,Manoj Vaibhav Gems N Jewellers Ltd,Active,B ,10.0,INE0KNT01012,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",No,No,No,No,No,No,No,No,No,No,Yes
543996,Updater Services Limited,UDS,Updater Services Ltd,Active,B ,10.0,INE851I01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,No,No,No,No,No,No,No,No,No,Yes,Yes
543997,ORGANIC RECYCLING SYSTEMS LIMITED,ORGANICREC,Organic Recycling Systems Ltd,Active,MT,10.0,INE0MIO01019,Waste Management,Equity,Utilities,Utilities,Other Utilities,Waste Management,No,No,No,No,No,No,No,No,No,No,Yes
543998,Valiant Laboratories Limited,VALIANTLAB,Valiant Laboratories Ltd,Active,B ,10.0,INE0JWS01017,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,No,No,No,No,No,No,No,No,No,No,Yes
543999,Mirae Asset Mutual Fund,SENSEXETF,Mirae Asset S&P BSE Sensex ETF,Active,A ,10.0,INF769K01KT9, ,Equity,-,-,-,-,No,No,No,No,No,No,No,No,No,No,No
544000,CITY CROPS AGRO LIMITED,CCAL,City Crops Agro Ltd,Active,M ,10.0,INE0M7501019,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,No,No,No,No,No,No,No,No,No,No,Yes
544001,Sunita Tools Limited,SUNITATOOL,Sunita Tools Ltd,Active,MT,10.0,INE0Q1S01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,No,No,No,No,No,No,No,No,No,No,Yes
544002,Vivaa Tradecom Limited,VIVAA,Vivaa Tradecom Ltd,Active,MT,10.0,INE0PA601017,Trading - Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,No,No,No,No,No,No,No,No,No,No,Yes
544003,Plaza Wires Limited,PLAZACABLE,Plaza Wires Ltd,Active,B ,10.0,INE0INJ01017,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals,No,No,No,No,No,No,No,No,No,No,Yes
544004,IRM ENERGY LIMITED,IRMENERGY,IRM Energy Ltd,Active,B ,10.0,INE07U701015,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,No,No,No,No,No,No,No,No,No,No,Yes
544006,Mirae Asset Mutual Fund,ITETF,Mirae Asset Nifty IT ETF,Active,B ,10.0,INF769K01KV5, ,Equity,-,-,-,-,No,No,No,No,No,No,No,No,No,No,No
544007,Mirae Asset Mutual Fund,ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF,Active,B ,10.0,INF769K01KU7, ,Equity,-,-,-,-,No,No,No,No,No,No,No,No,No,No,No
544008,Max Estates Limited,MAXESTATES,Max Estates Ltd,Active,B ,10.0,INE03EI01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",No,No,No,No,No,No,No,No,No,Yes,Yes
544009,Blue Jet Healthcare Limited,BLUEJET,Blue Jet Healthcare Ltd,Active,B ,2.0,INE0KBH01020,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,No,No,No,No,No,No,No,No,No,No,Yes
544011,Vrundavan Plantation Limited,VPL,Vrundavan Plantation Ltd,Active,M ,10.0,INE0Q6901013,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,No,No,No,No,No,No,No,No,No,No,Yes
544012,Cello World Limited,CELLO,Cello World Ltd,Active,A ,5.0,INE0LMW01024,Houseware,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware,No,No,No,No,No,No,No,No,No,No,Yes
544013,KK Shah Hospitals Limited,KKSHL,KK Shah Hospitals Ltd,Active,M ,10.0,INE0OH401016,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,No,No,No,No,No,No,No,No,No,No,Yes
544014,Honasa Consumer Limited,HONASA,Honasa Consumer Ltd,Active,A ,10.0,INE0J5401028,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,No,No,No,No,No,No,No,No,No,No,Yes
544015,Mish Designs Limited,MISHDESIGN,Mish Designs Ltd,Active,M ,10.0,INE0QI101019,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,No,No,No,No,No,No,No,No,No,No,Yes
544020,ESAF Small Finance Bank Ltd,ESAFSFB,ESAF Small Finance Bank Ltd,Active,B ,10.0,INE818W01011,Other Bank,Equity,Financial Services,Financial Services,Banks,Other Bank,No,No,No,No,No,No,No,No,No,Yes,Yes
544021,Protean eGov Technologies Limited,PROTEAN,Protean eGov Technologies Ltd,Active,A ,10.0,INE004A01022,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,No,No,No,No,No,No,No,No,No,No,Yes
544022,ASK Automotive Limited,ASKAUTOLTD,ASK Automotive Ltd,Active,B ,2.0,INE491J01022,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,No,No,No,No,No,No,No,No,No,No,Yes
544023,Kalyani Cast-Tech Limited,KALYANI,Kalyani Cast-Tech Ltd,Active,M ,10.0,INE0N6U01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,No,No,No,No,No,No,No,No,No,No,Yes
544025, Arrowhead Seperation Engineering Limited,ARROWHEAD,Arrowhead Seperation Engineering Ltd,Active,M ,10.0,INE0PP401015,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,No,No,No,No,No,No,No,No,No,No,Yes
544026,Indian Renewable Energy Development Agency Limited,IREDA,Indian Renewable Energy Development Agency Ltd,Active,A ,10.0,INE202E01016,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,No,No,No,No,No,No,Yes,Yes,No,No,No
544027,Fedbank Financial Services Limited,FEDFINA,Fedbank Financial Services Ltd,Active,B ,10.0,INE007N01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),No,No,No,No,No,No,No,No,No,No,Yes
544028,Tata Technologies Limited,TATATECH,Tata Technologies Ltd,Active,A ,2.0,INE142M01025,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,No,No,No,No,No,No,No,No,No,No,Yes
544029,Gandhar Oil Refinery (India) Limited,GANDHAR,Gandhar Oil Refinery (India) Ltd,Active,B ,2.0,INE717W01049,Lubricants,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants,No,No,No,No,No,No,No,No,No,No,Yes
544030,Flair Writing Industries Limited,FLAIR,Flair Writing Industries Ltd,Active,B ,5.0,INE00Y201027,Stationary,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,No,No,No,No,No,No,No,No,No,No,Yes
544035,Swashthik Plascon Limited,SPL,Swashthik Plascon Ltd,Active,MT,10.0,INE0RDR01012,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,No,No,No,No,No,No,No,No,No,No,Yes
544036,DEEPAK CHEMTEX LIMITED,DEEPAKCHEM,Deepak Chemtex Ltd,Active,MT,10.0,INE0RDM01013,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,No,No,No,No,No,No,No,No,No,No,Yes
544037,Amic Forging Limited,AMIC,Amic Forging Ltd,Active,M ,10.0,INE0P9J01013,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings,No,No,No,No,No,No,No,No,No,No,Yes
544042,Bajel Projects Limited,BAJEL,Bajel Projects Ltd,Active,B ,2.0,INE0KQN01018,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,No,No,No,No,No,No,No,No,No,No,Yes
544044,India Shelter Finance Corporation Limited,INDIASHLTR,India Shelter Finance Corporation Ltd,Active,B ,5.0,INE922K01024,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,No,No,No,No,No,No,No,No,No,No,Yes
544045,DOMS Industries Limited,DOMS,DOMS Industries Ltd,Active,A ,10.0,INE321T01012,Stationary,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,No,No,No,No,No,No,No,No,No,No,Yes
544046,INOX India Limited,INOXINDIA,INOX India Ltd,Active,A ,2.0,INE616N01034,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products,No,No,No,No,No,No,No,No,No,No,Yes
544047,Siyaram Recycling Industries Limited,SIYARAM,Siyaram Recycling Industries Ltd,Active,MT,10.0,INE0QSK01017,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products,No,No,No,No,No,No,No,No,No,No,Yes
544052,Benchmark Computer Solutions Limited,BENCHMARK,Benchmark Computer Solutions Ltd,Active,M ,10.0,INE0Q2Z01013,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,No,No,No,No,No,No,No,No,No,No,Yes
544053,Motisons Jewellers Limited,MOTISONS,Motisons Jewellers Ltd,Active,B ,1.0,INE0FRK01020,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",No,No,No,No,No,No,No,No,No,No,Yes
544054,Suraj Estate Developers Limited,SURAJEST,Suraj Estate Developers Ltd,Active,B ,5.0,INE843S01025,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",No,No,No,No,No,No,No,No,No,No,Yes
544055,Muthoot Microfin Limited,MUTHOOTMF,Muthoot Microfin Ltd,Active,B ,10.0,INE046W01019,Microfinance Institutions,Equity,Financial Services,Financial Services,Finance,Microfinance Institutions,No,No,No,No,No,No,No,No,No,No,Yes
544056,Sahara Maritime Limited,SMARITIME,Sahara Maritime Ltd,Active,M ,10.0,INE0PSJ01011,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,No,No,No,No,No,No,No,No,No,No,Yes
544057,Happy Forgings Limited,HAPPYFORGE,Happy Forgings Ltd,Active,B ,2.0,INE330T01021,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings,No,No,No,No,No,No,No,No,No,No,Yes
544058,Credo Brands Marketing Limited,MUFTI,Credo Brands Marketing Ltd,Active,B ,2.0,INE220Q01020,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,No,No,No,No,No,No,No,No,No,No,Yes
544059,SHANTI SPINTEX LIMITED,SHANTIDENM,Shanti Spintex Ltd,Active,M ,10.0,INE0QZQ01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,No,No,No,No,No,No,No,No,No,No,Yes
544060,RBZ Jewellers Limited,RBZJEWEL,RBZ Jewellers Ltd,Active,B ,10.0,INE0PEQ01016,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",No,No,No,No,No,No,No,No,No,No,Yes
544061,Azad Engineering Limited,AZAD,Azad Engineering Ltd,Active,A ,2.0,INE02IJ01035,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,No,No,No,No,No,No,No,No,No,No,Yes
544066,SUNDARAM-CLAYTON LIMITED,SUNCLAY,Sundaram-Clayton Ltd,Active,B ,5.0,INE0Q3R01026,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,No,No,No,No,No,No,No,No,No,No,Yes
544067,INNOVA CAPTAB LIMITED,INNOVACAP,Innova Captab Ltd,Active,B ,10.0,INE0DUT01020,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,No,No,No,No,No,No,No,No,No,No,Yes
544072,AIK Pipes and Polymers Limited,AIKPIPES,AIK Pipes and Polymers Ltd,Active,M ,10.0,INE0QFT01015,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,No,No,No,No,No,No,No,No,No,No,Yes
544073,Manoj Ceramic Limited,MCPL,Manoj Ceramic Ltd,Active,M ,10.0,INE0A6N01026,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,No,No,No,No,No,No,No,No,No,No,Yes
544074,Shri Balaji Valve Components Limited,SBVCL,Shri Balaji Valve Components Ltd,Active,MT,10.0,INE0RNZ01014,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,No,No,No,No,No,No,No,No,No,No,Yes
544079,DIGIDRIVE DISTRIBUTORS LIMITED,DIGIDRIVE,Digidrive Distributors Ltd,Active,B ,10.0,INE0PSC01024,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,No,No,No,No,No,No,No,No,No,No,Yes
544080,Sayaji Hotels (Indore) Limited,SHILINDORE,Sayaji Hotels (Indore) Ltd,Active,XT,10.0,INE0MGS01014,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,No,No,No,No,No,No,No,No,No,No,Yes
544081,Jyoti CNC Automation Limited,JYOTICNC,Jyoti CNC Automation Ltd,Active,A ,2.0,INE980O01024,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,No,No,No,No,No,No,No,No,No,No,Yes
